name,ra,dec,trigger_time,t90,fluence,trigger_name
GRB191205741,14.04,-34.15,58822.74051,2.048,9.8095E-08,bn191205741
GRB100225115,310.3,-59.4,55252.11494,12.992,5.8548E-06,bn100225115
GRB100916779,151.96,-59.38,55455.77862,12.800,1.7842E-06,bn100916779
GRB141031304,128.608,-59.1682,56961.30442,19.456,4.9279E-06,bn141031304
GRB140528837,280.731,-59.08,56805.83707,13.568,0.000021546,bn140528837
GRB101208498,280.94,-59.02,55538.49793,2.048,3.8427E-06,bn101208498
GRB180412425,62.32,-59.01,58220.42507,20.992,2.9571E-06,bn180412425
GRB130816074,197.14,-58.9452,56520.07394,36.864,7.9647E-07,bn130816074
GRB230731986,237.31,-58.91,60156.98561,10.496,1.2088E-06,bn230731986
GRB190828614,191.23,-58.77,58723.61419,19.968,0.000015049,bn190828614
GRB170627931,36.52,-58.7,57931.93126,17.152,0.000001791,bn170627931
GRB190409901,229.97,-33.13,58582.90145,1.600,4.6128E-07,bn190409901
GRB140929677,177.45,-58.64,56929.67691,37.120,1.8724E-06,bn140929677
GRB140710901,204.646,-58.5913,56848.90113,11.520,1.3982E-06,bn140710901
GRB150306993,0.63,-58.55,57087.99282,18.944,0.000027014,bn150306993
GRB120210650,54.65,-58.52,55967.64981,1.344,6.445E-07,bn120210650
GRB110207959,179,-58.43,55599.95864,7.680,3.4231E-07,bn110207959
GRB111015427,220.65,-58.41,55849.42723,92.737,0.000024199,bn111015427
GRB161020767,32.56,-58.23,57681.76718,22.078,4.9986E-06,bn161020767
GRB160422499,41.26,-58.22,57500.49931,12.288,0.000088021,bn160422499
GRB090117640,164,-58.2,54848.64029,15.552,2.5311E-06,bn090117640
GRB130206817,140.375,-58.16,56329.81702,91.585,2.5681E-06,bn130206817
GRB230815451,184.723,-58.0539,60171.45133,5.181,0.000012814,bn230815451
GRB150301818,89.157,-57.977,57082.81811,13.312,3.0852E-06,bn150301818
GRB170106968,39.41,-32.72,57759.96794,31.232,1.0747E-06,bn170106968
GRB180620660,357.521,-57.9631,58289.66014,46.721,9.1061E-06,bn180620660
GRB090510325,269.4,-57.9,54961.32476,7.424,5.6035E-07,bn090510325
GRB150821406,341.913,-57.8941,57255.40579,103.426,0.000052114,bn150821406
GRB140330180,328.068,-57.745,56746.18049,34.049,5.6892E-06,bn140330180
GRB200702892,300.44,-57.74,59032.89189,23.040,1.0551E-06,bn200702892
GRB201120442,78.16,-57.7,59173.44154,3.136,4.7219E-07,bn201120442
GRB091031500,71.7,-57.5,55135.50033,33.921,0.000015292,bn091031500
GRB190129515,11.459,-31.887,58512.51507,8.704,1.1022E-06,bn190129515
GRB081008832,280,-57.4,54747.83197,126.722,4.1957E-06,bn081008832
GRB120220210,206.13,-57.36,55977.20997,21.248,1.2373E-06,bn120220210
GRB141222298,178.04,-57.35,57013.29789,2.752,9.2055E-06,bn141222298
GRB161001045,71.9185,-57.2613,57662.04533,2.240,1.7635E-06,bn161001045
GRB130127299,301.21,-57.21,56319.29853,19.456,1.0219E-06,bn130127299
GRB110319815,325.57,-57.11,55639.8153,31.232,2.4923E-06,bn110319815
GRB110801335,248.27,-57.06,55774.33453,0.384,3.5374E-07,bn110801335
GRB170416583,284.22,-57.02,57859.5834,61.952,0.000011272,bn170416583
GRB150702998,52.78,-57,57205.99767,45.825,0.000011741,bn150702998
GRB080916406,336.3,-57,54725.40647,46.337,7.8107E-06,bn080916406
GRB131028096,333.4,-56.94,56593.09573,14.336,1.4565E-06,bn131028096
GRB210123305,345.12,-56.93,59237.3049,13.056,0.00002249,bn210123305
GRB230430368,113.85,-31.18,60064.36843,57.600,5.4429E-06,bn230430368
GRB191022341,169.29,-31.18,58778.34104,77.824,4.6118E-06,bn191022341
GRB111009282,183.04,-56.82,55843.28171,20.736,0.000012033,bn111009282
GRB220725563,105.34,-56.79,59785.56337,0.256,2.4407E-07,bn220725563
GRB150824079,167.55,-56.767,57258.07884,13.568,0.000019695,bn150824079
GRB210815100,351.76,-30.16,59441.09988,7.168,0.000003777,bn210815100
GRB090519462,105.9,-56.7,54970.46212,91.329,4.3751E-06,bn090519462
GRB080916009,119.8,-56.6,54725.00886,62.977,0.000060272,bn080916009
GRB100825287,253.44,-56.57,55433.28737,3.328,1.3783E-06,bn100825287
GRB120316008,57.016,-56.288,56002.00767,26.624,0.000016257,bn120316008
GRB181227262,24.22,-56.12,58479.26181,13.184,0.000063506,bn181227262
GRB161228388,260.67,-56.06,57750.38835,72.704,3.6017E-06,bn161228388
GRB181126413,152.348,-29.6875,58448.41262,2.112,6.2075E-07,bn181126413
GRB111220486,267.6,-56.05,55915.48641,39.041,0.000053558,bn111220486
GRB190726843,342.68,-55.98,58690.84341,224.260,0.00001946,bn190726843
GRB140928437,43.6988,-55.9288,56928.43743,17.920,4.4723E-06,bn140928437
GRB200224212,177.9,-28.87,58903.21238,299.525,0.000036841,bn200224212
GRB230217912,280.771,-28.856,59992.91193,0.896,0.000017254,bn230217912
GRB160827586,155.16,-55.91,57627.58577,51.200,6.0188E-06,bn160827586
GRB160829334,200.891,-55.883,57629.33446,0.512,3.3953E-07,bn160829334
GRB110205588,312.69,-55.85,55597.58843,158.720,4.2107E-06,bn110205588
GRB140506880,276.775,-55.6353,56783.88029,64.128,6.5933E-06,bn140506880
GRB190720964,138.87,-55.59,58684.96434,10.496,2.8728E-06,bn190720964
GRB200323782,156.47,-55.54,58931.78233,2.112,2.8845E-06,bn200323782
GRB150425617,214.23,-55.5,57137.61689,4.352,8.0518E-07,bn150425617
GRB090418816,262.8,-28.2,54939.81626,0.320,1.8202E-07,bn090418816
GRB121112806,78.98,-55.44,56243.80607,1.280,2.2315E-07,bn121112806
GRB201021852,12.55,-55.39,59143.85234,35.328,1.6782E-06,bn201021852
GRB160516237,310.83,-55.33,57524.23735,2.432,0.000001953,bn160516237
GRB231103612,13.96,-55.26,60251.61216,43.520,2.5253E-06,bn231103612
GRB101224578,289.14,-55.25,55554.57845,44.737,3.8918E-06,bn101224578
GRB200308941,327.44,-27.75,58916.94115,43.008,1.2521E-06,bn200308941
GRB120510900,186.93,-55.24,56057.9003,62.465,6.0145E-06,bn120510900
GRB130228212,240.75,-55.21,56351.21247,15.677,0.000016586,bn130228212
GRB080928628,95.1,-55.2,54737.62843,14.336,0.000001165,bn080928628
GRB081129161,63.2,-54.9,54799.16116,62.657,0.000016194,bn081129161
GRB230704821,211.98,-54.87,60129.82101,21.760,2.0121E-06,bn230704821
GRB120331055,26.37,-54.84,56017.05494,16.384,6.7744E-07,bn120331055
GRB210204777,272.49,-54.81,59249.77708,32.000,2.4972E-06,bn210204777
GRB090720710,203,-54.8,55032.71038,10.752,0.000014237,bn090720710
GRB161020024,161.031,-54.7687,57681.02415,12.288,8.0793E-07,bn161020024
GRB210315716,98.77,-54.76,59288.71588,5.632,8.6312E-07,bn210315716
GRB220606044,28.474,-54.741,59736.04408,0.896,6.3086E-08,bn220606044
GRB190830264,159.2,-54.71,58725.26443,5.376,9.327E-07,bn190830264
GRB100715477,299.27,-54.71,55392.47729,14.848,2.5517E-06,bn100715477
GRB221108472,346.73,-54.71,59891.47191,15.104,1.2647E-06,bn221108472
GRB240420190,256.09,-27.02,60420.19011,18.688,1.7458E-06,bn240420190
GRB081109293,330.8,-54.7,54779.29308,58.369,6.5456E-06,bn081109293
GRB210805002,198.32,-54.48,59431.00153,0.832,1.4068E-07,bn210805002
GRB120728934,137.095,-54.4382,56136.93418,32.768,0.000003743,bn120728934
GRB160513553,273.57,-54.42,57521.55299,1.664,2.3115E-07,bn160513553
GRB180720933,265.635,-26.6304,58319.93325,23.296,2.8286E-06,bn180720933
GRB171010875,34.123,-54.41,58036.87461,25.344,9.2608E-07,bn171010875
GRB100201588,115.67,-54.35,55228.5877,141.059,0.00001432,bn100201588
GRB211116487,14.89,-54.33,59534.48681,14.848,5.3969E-07,bn211116487
GRB230911329,151.9,-25.97,60198.32858,45.569,0.00011262,bn230911329
GRB090308734,21.9,-54.3,54898.73362,1.664,2.5458E-06,bn090308734
GRB130515056,283.422,-54.281,56427.05646,0.256,1.0896E-06,bn130515056
GRB211031175,71.98,-54.27,59518.17476,0.128,4.8999E-08,bn211031175
GRB200923748,126.3,-54.25,59115.74842,0.640,1.9181E-07,bn200923748
GRB240905053,270.47,-24.71,60558.05298,6.208,6.7103E-06,bn240905053
GRB171029020,198.24,-54.25,58055.02001,19.712,1.5372E-06,bn171029020
GRB120117291,339.01,-54.25,55943.29141,3.328,1.2137E-07,bn120117291
GRB110227009,148.72,-54.04,55619.00866,1.728,1.6377E-07,bn110227009
GRB180728728,253.569,-54.031,58327.7285,6.400,0.000055911,bn180728728
GRB200714344,190.43,-53.95,59044.34405,0.960,1.0982E-06,bn200714344
GRB200920651,211.12,-24.34,59112.65055,1.472,1.5387E-07,bn200920651
GRB211130636,18.33,-24.31,59548.63642,218.629,0.00001652,bn211130636
GRB140605377,121.79,-53.86,56813.37698,0.512,8.025E-07,bn140605377
GRB150601904,79.67,-53.82,57174.90359,0.768,1.2722E-07,bn150601904
GRB211222768,103.45,-53.82,59570.7682,1.024,1.2578E-07,bn211222768
GRB200503721,250.64,-20.01,58972.72122,92.930,7.0539E-06,bn200503721
GRB150913161,241.05,-53.79,57278.16108,20.992,0.000010365,bn150913161
GRB170317666,308.13,-53.75,57829.66628,212.995,8.8082E-06,bn170317666
GRB220803402,203.42,-53.68,59794.4022,7.936,3.3946E-06,bn220803402
GRB190110726,276.882,-53.676,58493.72557,8.960,4.9356E-06,bn190110726
GRB231123114,83.78,-19.57,60271.11394,3.520,5.8406E-07,bn231123114
GRB110930564,187.31,-53.66,55834.56425,37.889,6.2323E-06,bn110930564
GRB190622368,165.21,-53.62,58656.36813,31.744,1.8138E-06,bn190622368
GRB240805085,190.915,-53.5953,60527.08496,10.752,0.000027963,bn240805085
GRB150422294,156.02,-53.56,57134.2941,30.208,2.4463E-06,bn150422294
GRB221022612,231.58,-53.55,59874.61234,0.256,7.939E-07,bn221022612
GRB210308838,350.48,-53.55,59281.8375,0.384,1.0404E-07,bn210308838
GRB220320194,96.91,-53.54,59658.19438,19.968,0.000043114,bn220320194
GRB130906435,279.39,-53.38,56541.43502,8.192,8.2427E-07,bn130906435
GRB200623752,343.079,-53.378,59023.75196,0.704,7.2179E-07,bn200623752
GRB210427206,177.32,-53.36,59331.2064,18.688,9.2263E-06,bn210427206
GRB080804972,328.7,-53.2,54682.97239,24.704,9.1294E-06,bn080804972
GRB231025283,190.96,-53.08,60242.28263,5.888,3.5159E-07,bn231025283
GRB190510120,124.54,-53.07,58613.1196,69.633,6.7014E-06,bn190510120
GRB200709147,119.87,-53.04,59039.14672,51.969,6.2104E-06,bn200709147
GRB100204566,273.07,-52.78,55231.56578,32.513,0.000003775,bn100204566
GRB141215560,179.056,-52.745,57006.5599,11.264,0.000025822,bn141215560
GRB120521380,197.016,-52.742,56068.38047,91.134,3.1063E-06,bn120521380
GRB191026350,37.17,-52.7,58782.34982,59.136,2.9672E-06,bn191026350
GRB211229930,185,-18.42,59577.92967,24.256,6.7829E-06,bn211229930
GRB180125891,213.32,-52.67,58143.89056,22.784,0.000016266,bn180125891
GRB221112263,91.79,-52.59,59895.26255,10.752,3.5873E-07,bn221112263
GRB100313288,172.71,-52.58,55268.28777,12.864,4.3972E-06,bn100313288
GRB210926869,347.72,-18.42,59483.86897,6.912,1.3784E-06,bn210926869
GRB210606945,87.48,-18.41,59371.94474,243.717,0.000070138,bn210606945
GRB181215110,129.99,-18.37,58467.11016,37.438,5.0621E-06,bn181215110
GRB141122875,280.61,-52.52,56983.87485,30.720,4.0273E-06,bn141122875
GRB150508945,45.93,-52.45,57150.94494,113.920,2.8856E-06,bn150508945
GRB121127914,176.438,-52.414,56258.91389,0.640,1.5847E-06,bn121127914
GRB160316139,355.33,-52.38,57463.13872,17.152,1.9114E-06,bn160316139
GRB211104765,247.68,-52.34,59522.76515,39.681,2.5535E-06,bn211104765
GRB200411187,47.6624,-52.3181,58950.18683,1.440,6.5833E-07,bn200411187
GRB170209048,110.779,-52.2464,57793.04766,39.677,0.000010732,bn170209048
GRB210928084,245.9,-17.9,59485.08369,23.808,0.000046363,bn210928084
GRB120420249,47.89,-52.19,56037.2487,25.600,0.000002878,bn120420249
GRB220622394,286.22,-52.19,59752.3939,0.512,1.5432E-07,bn220622394
GRB090920035,299.73,-52.19,55094.03471,26.624,3.7368E-06,bn090920035
GRB230915288,165.59,-52.17,60202.2878,28.928,3.9607E-06,bn230915288
GRB201229639,340.36,-52.04,59212.63904,77.826,0.000012738,bn201229639
GRB230511945,237.48,-17.42,60075.94466,0.192,8.9175E-08,bn230511945
GRB090412061,1.3,-51.9,54933.06117,0.896,1.2463E-07,bn090412061
GRB080831053,211.2,-51.7,54709.05295,0.576,5.6227E-08,bn080831053
GRB100620119,80.1,-51.68,55367.11909,51.841,3.7157E-06,bn100620119
GRB110319628,207.96,-51.58,55639.6283,15.104,1.6823E-06,bn110319628
GRB130830921,350.97,-51.57,56534.92122,36.352,1.4411E-06,bn130830921
GRB150627183,117.49,-51.56,57200.18291,64.577,0.00017972,bn150627183
GRB161230298,295.04,-51.17,57752.29822,0.448,1.7285E-07,bn161230298
GRB160909061,242.68,-51.16,57640.06107,18.432,1.9165E-06,bn160909061
GRB160609941,70.29,-51.13,57548.94087,60.160,2.1305E-06,bn160609941
GRB101014175,26.94,-51.07,55483.17491,449.415,0.00020146,bn101014175
GRB150718656,124.75,-51.04,57221.65609,19.456,1.1114E-06,bn150718656
GRB220408311,92.48,-50.97,59677.31116,32.513,0.000034595,bn220408311
GRB230807934,73.33,-50.95,60163.93405,52.480,6.1744E-06,bn230807934
GRB220130968,357.77,-50.86,59609.96847,61.441,0.000057858,bn220130968
GRB180822423,209.54,-16.85,58352.42254,8.448,2.2138E-06,bn180822423
GRB090805622,300.027,-50.8446,55048.62174,46.592,5.7886E-06,bn090805622
GRB160905471,162.245,-50.8014,57636.47148,33.537,0.000073168,bn160905471
GRB190609315,165.76,-50.79,58643.31534,97.538,0.000014363,bn190609315
GRB210528586,134.06,-16.28,59362.58595,1.024,3.8199E-06,bn210528586
GRB210312169,68.21,-16.26,59285.1695,65.281,2.7056E-06,bn210312169
GRB200909168,338.86,-16.26,59101.16762,28.097,5.9553E-06,bn200909168
GRB110706477,94.15,-50.77,55748.47657,73.217,6.7157E-06,bn110706477
GRB230204130,312.67,-50.73,59979.12952,0.032,9.0831E-08,bn230204130
GRB081215880,228.6,-50.7,54815.87978,7.680,1.7803E-06,bn081215880
GRB210201567,144.98,-50.67,59246.56693,39.680,2.9938E-06,bn210201567
GRB210923124,278.95,-50.54,59480.12435,128.512,0.000011129,bn210923124
GRB201207977,124.14,-50.49,59190.97703,17.408,0.000012907,bn201207977
GRB190204627,94.86,-16.15,58518.62698,41.216,3.9989E-06,bn190204627
GRB150922883,274.14,-50.47,57287.88302,2.816,6.4844E-07,bn150922883
GRB230227432,348.05,-50.38,60002.43198,15.360,2.1692E-06,bn230227432
GRB140608153,151.22,-50.26,56816.15348,71.681,0.000012302,bn140608153
GRB240527297,307.57,-15.43,60457.29683,9.728,7.9829E-07,bn240527297
GRB180404091,53.3967,-50.2151,58212.09142,80.897,0.000028009,bn180404091
GRB091207333,12.67,-50.19,55172.33345,27.073,5.3668E-06,bn091207333
GRB120709883,318.4,-50.1,56117.88311,27.328,0.000013729,bn120709883
GRB100819498,279.6,-50.04,55427.49763,12.544,3.3218E-06,bn100819498
GRB150923864,67.23,-50.01,57288.86416,1.792,1.5772E-06,bn150923864
GRB230529330,346.84,-50,60093.32969,36.608,2.0628E-06,bn230529330
GRB190425089,315.43,-15.21,58598.0887,7.680,4.2721E-07,bn190425089
GRB141012773,286.82,-49.88,56942.77312,37.633,6.6405E-06,bn141012773
GRB230116205,81.3,-49.71,59960.20456,7.933,3.6749E-06,bn230116205
GRB121205507,238.59,-49.71,56266.507,2.816,1.3345E-07,bn121205507
GRB240417782,30.74,-49.68,60417.78207,1.024,1.0891E-07,bn240417782
GRB200311636,203.99,-49.68,58919.63626,52.481,0.000042543,bn200311636
GRB101013412,292.08,-49.64,55482.41161,15.360,6.4104E-06,bn101013412
GRB230518951,256.35,-49.62,60082.95101,0.896,9.4529E-08,bn230518951
GRB090309767,174.3,-49.5,54899.76744,56.513,4.4239E-06,bn090309767
GRB091015129,316.09,-49.5,55119.12897,3.840,0.00000159,bn091015129
GRB130121835,211.31,-49.49,56313.83472,178.691,0.000043448,bn130121835
GRB160416022,176.62,-49.48,57494.02194,26.621,5.0656E-06,bn160416022
GRB211204144,35.42,-49.45,59552.14417,77.056,1.9627E-06,bn211204144
GRB101227536,150.87,-49.44,55557.53595,28.864,6.4409E-06,bn101227536
GRB240421405,299.686,-14.879,60421.40465,12.288,0.000012646,bn240421405
GRB150721732,282.88,-49.41,57224.73229,11.520,1.3508E-06,bn150721732
GRB201128746,339.354,-49.246,59181.74597,11.264,7.8156E-07,bn201128746
GRB210706571,113.95,-49.14,59401.57053,3.840,5.8913E-06,bn210706571
GRB230517462,120.67,-49.12,60081.46234,23.296,0.000014492,bn230517462
GRB200206706,298.17,-49.09,58885.7058,13.824,5.9706E-07,bn200206706
GRB200505994,81.07,-48.96,58974.99357,9.984,2.4803E-06,bn200505994
GRB110322558,99.04,-48.9,55642.55813,36.097,3.5602E-06,bn110322558
GRB140115899,94.86,-48.86,56672.89944,10.496,3.2559E-06,bn140115899
GRB100424729,246.72,-48.85,55310.72928,175.363,9.2306E-06,bn100424729
GRB230503847,65.99,-48.74,60067.84661,83.458,6.1295E-06,bn230503847
GRB240215828,309.52,-48.74,60355.82759,21.760,9.8077E-06,bn240215828
GRB190507270,155.96,-12.8,58610.26971,84.993,4.4352E-06,bn190507270
GRB120314412,17.89,-48.73,56000.41151,1.280,1.6419E-07,bn120314412
GRB170825784,116.32,-48.72,57990.78416,65.024,7.4724E-06,bn170825784
GRB150301045,244.286,-48.697,57082.04478,0.416,1.8056E-07,bn150301045
GRB180416340,116.31,-48.58,58224.33989,103.426,0.000038795,bn180416340
GRB160223670,18.11,-48.54,57441.66992,288.005,0.00001217,bn160223670
GRB230918997,307.66,-48.44,60205.9967,14.080,2.0179E-06,bn230918997
GRB191118925,213.99,-48.4,58805.92502,36.353,0.000010375,bn191118925
GRB200705674,60.48,-48.33,59035.67353,16.128,1.2876E-06,bn200705674
GRB150820880,258.65,-48.33,57254.88004,5.888,3.4278E-07,bn150820880
GRB200207058,244.09,-48.3,58886.05759,15.616,4.2157E-06,bn200207058
GRB130919985,242.22,-48.29,56554.98488,17.408,3.3617E-06,bn130919985
GRB080828189,221.3,-12.3,54706.18902,3.008,4.1132E-07,bn080828189
GRB200713919,231.04,-12.3,59043.91852,5.120,8.1291E-07,bn200713919
GRB160227831,123.43,-48.27,57445.83132,7.680,0.000016614,bn160227831
GRB120212353,303.4,-48.1,55969.35263,0.864,5.0869E-08,bn120212353
GRB150322066,125.84,-48.05,57103.06601,15.613,3.6315E-06,bn150322066
GRB180605458,47.51,-48.025,58274.45793,24.064,0.000018252,bn180605458
GRB151114645,62.14,-47.9,57340.64473,34.816,2.2018E-06,bn151114645
GRB100204024,50.78,-47.89,55231.02354,49.665,9.3529E-06,bn100204024
GRB180611145,51.61,-47.86,58280.14516,8.960,4.7044E-06,bn180611145
GRB150313657,237.86,-47.85,57094.65743,5.120,8.6729E-07,bn150313657
GRB180807097,349.93,-47.84,58337.09716,54.272,4.5402E-06,bn180807097
GRB211115688,120.87,-11.9,59533.68845,8.960,9.8831E-07,bn211115688
GRB220510147,109.35,-11.86,59709.1466,1.472,3.0999E-07,bn220510147
GRB080815917,240.9,-47.8,54693.91673,0.832,4.6871E-07,bn080815917
GRB150830128,207.25,-47.78,57264.12816,44.801,4.1294E-06,bn150830128
GRB220831664,336.99,-47.55,59822.6643,2.816,6.7288E-07,bn220831664
GRB200216380,311.438,-11.658,58895.38015,8.192,8.706E-07,bn200216380
GRB230603525,294.52,-11.62,60098.52465,20.480,3.5151E-06,bn230603525
GRB200928552,74.5,-11.59,59120.55184,14.848,4.4728E-06,bn200928552
GRB230918412,222.46,-11.56,60205.41153,0.640,4.343E-08,bn230918412
GRB121027038,4.31,-47.54,56227.03772,166.915,7.3949E-06,bn121027038
GRB210113379,276.64,-47.51,59227.37903,38.400,2.4318E-06,bn210113379
GRB130722021,119.86,-47.45,56495.02073,81.408,1.4798E-06,bn130722021
GRB230906538,81.37,-47.41,60193.53828,1.024,2.7576E-06,bn230906538
GRB081226509,25.5,-47.4,54826.50915,0.192,3.4448E-07,bn081226509
GRB230112829,83.65,-9.15,59956.82902,2.432,1.4182E-07,bn230112829
GRB230930917,105.57,-9.15,60217.91696,12.800,7.3344E-07,bn230930917
GRB150630958,358.16,-47.39,57203.95763,39.169,2.3007E-06,bn150630958
GRB181020792,13.9837,-47.3796,58411.79205,15.104,0.000028074,bn181020792
GRB120801920,245.73,-47.37,56140.92038,479.239,0.000033402,bn120801920
GRB181026540,352.43,-47.37,58417.53958,44.800,5.7028E-06,bn181026540
GRB220711675,79.625,-47.309,59771.67498,0.256,1.2715E-06,bn220711675
GRB190324947,49.576,-47.239,58566.94725,26.881,0.00001638,bn190324947
GRB210801649,335.14,-8.23,59427.64913,5.376,1.5775E-06,bn210801649
GRB161119633,47.19,-47.21,57711.63271,77.824,6.8453E-06,bn161119633
GRB170906030,203.955,-47.1007,58002.02996,78.849,0.000094607,bn170906030
GRB141102536,208.614,-47.1,56963.53587,2.624,1.4195E-06,bn141102536
GRB090706283,205.07,-47.07,55018.28311,57.857,3.4858E-06,bn090706283
GRB230405832,271.441,-47.069,60039.83199,4.288,0.000010735,bn230405832
GRB210524208,337.32,-47.05,59358.20832,20.992,0.000013622,bn210524208
GRB171119992,135.51,-46.99,58076.99198,26.369,0.000046886,bn171119992
GRB200703341,245.91,-7.37,59033.34143,0.704,6.3167E-07,bn200703341
GRB170115743,189.12,-46.85,57768.74252,44.288,0.000051941,bn170115743
GRB170208758,166.564,-46.7674,57792.75783,7.168,2.6299E-06,bn170208758
GRB150604284,306.27,-46.72,57177.28365,52.736,1.4645E-06,bn150604284
GRB130403866,199.9,-46.68,56385.86583,22.784,1.0943E-06,bn130403866
GRB120203812,339.3,-46.59,55960.81208,10.240,1.1004E-06,bn120203812
GRB170629537,130.016,-46.587,57933.53717,28.160,4.3665E-06,bn170629537
GRB090630311,146.55,-46.58,55012.31066,2.880,1.0777E-06,bn090630311
GRB090320418,238,-46.5,54910.41789,7.936,1.0047E-06,bn090320418
GRB181231359,31.96,-46.44,58483.35884,3.072,4.1336E-07,bn181231359
GRB191225735,145.8,-7.18,58842.73463,82.690,8.3971E-06,bn191225735
GRB200211310,345.2,-7.15,58890.31006,78.594,0.000039243,bn200211310
GRB150908408,157.13,-46.43,57273.40762,60.928,3.4871E-06,bn150908408
GRB170308221,216.35,-46.33,57820.22083,11.520,0.000018993,bn170308221
GRB170803415,352.69,-46.33,57968.4151,66.816,0.000010913,bn170803415
GRB120304248,277.28,-46.22,55990.24847,5.376,0.000011435,bn120304248
GRB200307894,84.18,-46.21,58915.89374,1.664,1.6066E-07,bn200307894
GRB110125894,331.35,-46.21,55586.89408,4.800,8.6257E-07,bn110125894
